name,site,support,context,scribe,findspot,parsedInscription,transcription,translatedWords,transliteratedWords,words
"PH3b","Phaistos","Tablet","","","","𐝫𐛘𐝕𐝫 𐝫𐘤𐝃𐝫 𐝫 𐝫𐘤𐄇𐝃𐝫 𐝫","𐝫𐛘𐝕𐝫 𐝫𐘤𐝃𐝫 𐝫 𐝫𐘤𐄇𐝃𐝫 𐝫","]MI+JA|³⁄₄| |SI|¹⁄₄| |𐝫| |SI|1|¹⁄₄| |𐝫","]MI+JA|³⁄₄| |SI|¹⁄₄| |𐝫| |SI|1|¹⁄₄| |𐝫","𐝫𐛘|𐝕𐝫| |𐝫𐘤|𐝃𐝫| |𐝫| |𐝫𐘤|𐄇|𐝃𐝫| |𐝫"
"PH6","Phaistos","Tablet","MMII","","","𐘚𐘅𐘮𐄁 𐘇𐘭 𐘚𐙀𐘭𐘝𐘳 𐘇𐘭 𐘚𐘀𐘰𐘚𐘞𐘭","𐘚𐘅𐘮𐄁𐘇𐘭 𐘚𐙀𐘭𐘝𐘳 𐘇𐘭 𐘚𐘀𐘰𐘚𐘞𐘭","I-NA-WA|𐄁| |A-RI| |""to"" ZU-RI-NI-TA| |A-RI| |I-DA-PA₃-I-SA-RI","I-NA-WA|𐄁| |A-RI| |I-ZU-RI-NI-TA| |A-RI| |I-DA-PA₃-I-SA-RI","𐘚𐘅𐘮|𐄁| |𐘇𐘭| |𐘚𐙀𐘭𐘝𐘳| |𐘇𐘭| |𐘚𐘀𐘰𐘚𐘞𐘭"
"PH7a","Phaistos","Tablet","","","","𐝫 𐝫𐘆𐘂𐘱𐝫 𐝫𐘉𐘆𐘭𐘸𐝫 𐝫𐘱𐘘𐙁𐘗𐝫 𐝫𐘱𐘤𐘀𐘴𐝫","𐝫 𐝫𐘆𐘂𐘱𐝫 𐝫𐘉𐘆𐘭𐘸𐝫 𐝫𐘱𐘘𐙁𐘗𐝫 𐝫𐘱𐘤𐘀𐘴𐝫","𐝫| |DI-PA-JA| |U-DI-RI-KI| |JA-RU-MA-NE| |JA-SI-DA-RA","𐝫| |DI-PA-JA| |U-DI-RI-KI| |JA-RU-MA-NE| |JA-SI-DA-RA","𐝫| |𐝫𐘆𐘂𐘱𐝫| |𐝫𐘉𐘆𐘭𐘸𐝫| |𐝫𐘱𐘘𐙁𐘗𐝫| |𐝫𐘱𐘤𐘀𐘴𐝫"
"PH7b","Phaistos","Tablet","","","","𐝫 𐝫𐘳𐄇𐝈𐝫 𐝫𐘀𐘴𐝈𐝫 𐝫𐙏𐝈𐝃 𐝫","𐝫 𐝫𐘳𐄇𐝈𐝫 𐝫𐘀𐘴𐝈𐝫 𐝫𐙏𐝈𐝃 𐝫","𐝫| |TA|1|fraction| |DA-RA|fraction| |vinegar|𐝈𐝃| |𐝫","𐝫| |TA|1|L| |DA-RA|L| |*131C|𐝈𐝃| |𐝫","𐝫| |𐝫𐘳|𐄇|𐝈𐝫| |𐝫𐘀𐘴|𐝈𐝫| |𐝫𐙏|𐝈𐝃| |𐝫"
"PH8a","Phaistos","Tablet","","","","𐝫 𐝫𐜵𐄍 — 𐝫𐙇𐄐𐄇 𐙘𐄈 — 𐝫𐄐𐄌 𐜶𐄇 — 𐝫","𐝫 𐝫𐜵𐄍 — 𐝫𐙇𐄐𐄇𐙘𐄈 — 𐝫𐄐𐄌𐜶𐄇 — 𐝫","𐝫| |*416+L2|7| |—| |VIR+[?]|11| |olive oil|2| |—| |16| |*418+L2|1| |—| |𐝫","𐝫| |*416+L2|7| |—| |VIR+[?]|11| |*304|2| |—| |16| |*418+L2|1| |—| |𐝫","𐝫| |𐝫𐜵|𐄍| |—| |𐝫𐙇|𐄐𐄇| |𐙘|𐄈| |—| |𐝫𐄐𐄌| |𐜶|𐄇| |—| |𐝫"
"PH8b","Phaistos","Tablet","","","","𐝫 𐝫𐙨𐄇 𐜢𐝫 𐝫","𐝫 𐝫𐙨𐄇𐜢𐝫 𐝫","𐝫| |*316|1| |*318+[ ]| |𐝫","𐝫| |*316|1| |*318+[ ]| |𐝫","𐝫| |𐝫𐙨|𐄇| |𐜢𐝫| |𐝫"
"PH9a","Phaistos","Tablet","","","","𐙩𐘿𐚍𐝏","𐙩𐘿𐚍𐝏","*317-QE-*353|≈ ¹⁄₄","*317-QE-*353|≈ ¹⁄₄","𐙩𐘿𐚍|𐝏"
"PH9b","Phaistos","Tablet","","","","𐝫𐚬𐙍𐄇𐝆𐝆","𐝫𐚬𐙍𐄇𐝆𐝆","*412-VS-VIN|1|𐝆𐝆","*412-VS-VIN|1|𐝆𐝆","𐝫𐚬𐙍|𐄇|𐝆𐝆"
"PH10","Phaistos","Label","MMII","","","𐚏𐘡𐚎𐙒𐝈𐝈","𐚏𐘡𐚎𐙒𐝈𐝈","*355-E-*354|hide?|𐝈𐝈","*355-E-*354|HIDE+[?]|𐝈𐝈","𐚏𐘡𐚎|𐙒|𐝈𐝈"
"PH11","Phaistos","Tablet","MMII","","","— ||||||||||||| —","— ||||||||||||| —","—| ||||||||||||||| |—","—| ||||||||||||||| |—","—| ||||||||||||||| |—"
"PH12a","Phaistos","Lames (short thin tablet)","","","","𐙇𐙿𐙒𐄐𐝫𐝈𐝈","𐝈𐝈𐙇𐙿𐙒𐄐𐝫","VIR+[?]-*339-HIDE+[?]|10|𐝈𐝈","VIR+[?]-*339-HIDE+[?]|10|𐝈𐝈","𐙇𐙿𐙒|𐄐𐝫|𐝈𐝈"
"PH12b","Phaistos","Lames (short thin tablet)","","","","𐝃𐝫 𐝫𐝃𐝃𐝫","𐝃𐝫 𐝫𐝃𐝃𐝫","¹⁄₄| |𐝫𐝃𐝃𐝫","¹⁄₄| |𐝫𐝃𐝃𐝫","𐝃𐝫| |𐝫𐝃𐝃𐝫"
"PH12c","Phaistos","Lames (short thin tablet)","","","","𐘃","𐘃","TE","TE","𐘃"
"PH13a","Phaistos","Lames (short thin tablet)","","","","𐝫𐙒𐙴𐝫𐝃𐝃","𐝫𐝃𐝃𐙒𐙴𐝫","HIDE+[?]-*328|𐝫𐝃𐝃","HIDE+[?]-*328|𐝫𐝃𐝃","𐝫𐙒𐙴|𐝫𐝃𐝃"
"PH13b","Phaistos","Lames (short thin tablet)","","","","𐝫𐚐","𐝫𐚐","*356","*356","𐝫𐚐"
"PH13c","Phaistos","Lames (short thin tablet)","","","","𐝫𐘃𐙀𐝃𐝃𐝫","𐝫𐝃𐝃𐙀𐘃𐝫","TE-ZU|𐝃𐝃𐝫","TE-ZU|𐝃𐝃𐝫","𐝫𐘃𐙀|𐝃𐝃𐝫"
"PH14a","Phaistos","Lames (short thin tablet)","","","","𐝫𐘱𐙘𐘝","𐝫𐘝𐙘𐘱𐝫","JA-*304|figs","JA-*304|NI","𐝫𐘱𐙘|𐘝"
"PH14b","Phaistos","Lames (short thin tablet)","","","","𐘇𐘻𐝫","𐝫𐘻𐘇","A-MI","A-MI","𐘇𐘻𐝫"
"PH15a","Phaistos","Lames (short thin tablet)","","","","𐝫𐙁𐘃𐘙𐙿𐄐𐄇𐝫","𐝫𐙁𐘃𐘙𐙿𐄐𐄇𐝫","MA-TE-RE|*339|11","MA-TE-RE|*339|11","𐝫𐙁𐘃𐘙|𐙿|𐄐𐄇𐝫"
"PH15b","Phaistos","Lames (short thin tablet)","","","","𐝫𐚑𐙒𐝫","𐝫𐚑𐙒𐝫","*357|hide?","*357|HIDE+[?]","𐝫𐚑|𐙒𐝫"
"PH16a","Phaistos","Lames (short thin tablet)","","","","𐝫𐘠𐘅𐝫 — 𐝫𐚒𐘝𐝫","𐝫𐘠𐘅𐝫 — 𐝫𐚒𐘝𐝫","TI-NA| |—| |*358-NI","TI-NA| |—| |*358-NI","𐝫𐘠𐘅𐝫| |—| |𐝫𐚒𐘝𐝫"
"PH16b","Phaistos","Lames (short thin tablet)","","","","𐝫𐘱𐘞𐝫 — 𐝫𐘠𐝫","𐝫𐘱𐘞𐝫 — 𐝫𐘠𐝫","JA-SA| |—| |TI","JA-SA| |—| |TI","𐝫𐘱𐘞𐝫| |—| |𐘠𐝫"
"PH17a","Phaistos","Lames (short thin tablet)","","","","𐝫𐚓𐝫","𐝫𐚓𐝫","*359","*359","𐝫𐚓𐝫"
"PH17b","Phaistos","Lames (short thin tablet)","","","","𐝫𐚔𐝫","𐝫𐚔𐝫","*360","*360","𐝫𐚔𐝫"
"PH18a","Phaistos","Tablet","","","","𐝫𐘣𐘱𐝫 𐝫","𐝫𐘣𐘱𐝫 𐝫","WI-JA| |𐝫","WI-JA| |𐝫","𐝫𐘣𐘱𐝫| |𐝫"
"PH18b","Phaistos","Tablet","","","","𐝫 𐝫","𐝫 𐝫","𐝫| |𐝫","𐝫| |𐝫","𐝫| |𐝫"
"PH19","Phaistos","Tablet","MMII","","","𐘢𐘵𐝫 𐝫","𐘢𐘵𐝫 𐝫","PI-O| |𐝫","PI-O| |𐝫","𐘢𐘵𐝫| |𐝫"
"PH22a","Phaistos","Tablet","","","","𐝫𐝆𐝆","𐝫𐝆𐝆","𐝫𐝆𐝆","𐝫𐝆𐝆","𐝫𐝆𐝆"
"PH22b","Phaistos","Tablet","","","","𐝫","𐝫","𐝫","𐝫","𐝫"
"PH24","Phaistos","Tablet","MMII","","","𐘁𐘡","𐘁𐘡","RO-E","RO-E","𐘁𐘡"
"PH25","Phaistos","Label","MMII","","","𐙍𐄈𐝫 𐝫 𐝫","𐙍𐄈𐝫 𐝫 𐝫","wine|2| |𐝫| |𐝫","VIN|2| |𐝫| |𐝫","𐙍|𐄈𐝫| |𐝫| |𐝫"
"PH26","Phaistos","Tablet","MMII","","","𐝫𐙦𐝃𐝏𐝏𐝏𐝫","𐝫𐙦𐝔𐝫","*314|𐝃𐝏𐝏𐝏𐝫","*314|𐝃𐝏𐝏𐝏𐝫","𐝫𐙦|𐝃𐝏𐝏𐝏𐝫"
"PH27","Phaistos","Tablet","MMII","","","𐝫 𐝫𐘃𐝫 𐝫𐘇𐝫 𐝫","𐝫 𐝫𐘃𐝫 𐝫𐘇𐝫 𐝫","𐝫| |TE| |A| |𐝫","𐝫| |TE| |A| |𐝫","𐝫| |𐝫𐘃𐝫| |𐝫𐘇𐝫| |𐝫"
"PH28a","Phaistos","Tablet","","","","𐝫 𐝫𐘇𐘰𐝫𐄁 𐘱𐘸𐘰𐝫𐄁 𐘇𐘭𐘱𐝫","𐝫 𐝫𐘇𐘰𐝫 𐄁𐘱𐘸𐘰𐝫 𐄁𐘇𐘭𐘱𐝫","𐝫| |A-PA₃|𐄁| |JA-KI-PA₃|𐄁| |A-RI-JA","𐝫| |A-PA₃|𐄁| |JA-KI-PA₃|𐄁| |A-RI-JA","𐝫| |𐝫𐘇𐘰𐝫|𐄁| |𐘱𐘸𐘰𐝫|𐄁| |𐘇𐘭𐘱𐝫"
"PH28b","Phaistos","Tablet","","","","𐝫 𐝫𐄙𐄈𐝫 𐝫𐄈 𐙘𐄌 𐝫𐄌 𐝮","𐝫 𐝫𐄙𐄈𐝫 𐝫𐄈𐙘𐄌 𐝫𐄌𐝮","𐝫| | | | | |102|2|olive oil|6|6|*811","𐝫| | | | | |102|2|*304|6|6|*811","𐝫| | | | | |𐄙𐄈𐝫|𐝫𐄈|𐙘|𐄌|𐝫𐄌|𐝮"
"PH29a","Phaistos","Tablet","","","","𐝫 𐝫 𐝫","𐝫 𐝫 𐝫","𐝫| |𐝫| |𐝫","𐝫| |𐝫| |𐝫","𐝫| |𐝫| |𐝫"
"PH29b","Phaistos","Tablet","","","","𐝫 𐝫","𐝫 𐝫 𐝫","𐝫| |𐝫","𐝫| |𐝫","𐝫| |𐝫"
"PH30","Phaistos","Tablet","MMII","","","𐝫 𐝫𐘠𐝃𐝫 𐝫𐙁𐘙𐘭𐘻𐘦𐝫","𐝫𐘠𐝃𐝫 𐝫𐙁𐘙𐘭𐘻𐘦𐝫","𐝫| |TI|¹⁄₄| |MA-RE-RI-MI-DE","𐝫| |TI|¹⁄₄| |MA-RE-RI-MI-DE","𐝫| |𐝫𐘠|𐝃𐝫| |𐝫𐙁𐘙𐘭𐘻𐘦𐝫"
"PH(?)31a","Phaistos","Tablet","","","","𐝫 𐝫𐘇𐝫 𐝫𐘘𐚾𐄇 𐙁𐘆𐘑𐄇 𐘓𐝫 𐄁𐝫𐘗𐄇 𐙂𐘰𐘯𐙄𐘤𐘙𐄇 𐘂𐘳𐘀𐝫𐝫𐄇 𐙂𐘁𐚾𐄇 𐘑𐄋 𐘐𐄉𐝫","𐝫 𐝫𐘇𐝫 𐝫𐘘𐚾𐄇𐙁𐘆𐘑𐄇𐘐𐝫 𐄁𐝫𐘗𐄇𐙂𐘰𐘯𐙄𐘤𐘙𐄇𐘂𐘳𐘀 𐝫𐄇𐙂𐘁𐚾𐄇𐘑𐄋𐘐𐄉𐝫","𐝫| |A| |RU|CAPm+KU|1| |MA-DI|ram|1| |she-goat| |𐄁|NE|1| |KU-PA₃-NU|AU-SI-RE|1| |PA-TA-DA|1| |""total""|CAPm+KU|1| |ram|5| |ewe|3","𐝫| |A| |RU|CAPm+KU|1| |MA-DI|*21M|1| |*22F| |𐄁|NE|1| |KU-PA₃-NU|AU-SI-RE|1| |PA-TA-DA|1| |KU-RO|CAPm+KU|1| |*21M|5| |*21F|3","𐝫| |𐝫𐘇𐝫| |𐝫𐘘|𐚾|𐄇| |𐙁𐘆|𐘑|𐄇| |𐘓𐝫| |𐄁|𐝫𐘗|𐄇| |𐙂𐘰𐘯|𐙄𐘤𐘙|𐄇| |𐘂𐘳𐘀𐝫|𐝫𐄇| |𐙂𐘁|𐚾|𐄇| |𐘑|𐄋| |𐘐|𐄉𐝫"
"PH(?)31b","Phaistos","Tablet","","","","𐝫 𐝫𐘓𐄈 𐘐𐄇𐝫 𐝫𐘬𐘭𐘔𐄇 𐘹𐝫 𐝫𐘗𐘔𐄇 𐘓𐄋 𐘃𐘭𐘑𐝫 𐝫𐄇 𐘭𐘘𐙁𐘠𐘑 𐙄𐘤𐘙 𐘇𐘻𐘀𐘵𐘑𐄇𐝫","𐝫 𐝫𐘓𐄈𐘐𐄇𐝫 𐝫𐘬𐘭𐘔𐄇𐘹𐝫 𐝫𐘗𐘔𐄇𐘓𐄋𐘃𐘭𐘑𐝫 𐝫𐄇𐘭𐘘𐙁𐘠𐘑𐙄𐘤𐘙 𐘇𐘻𐘀𐘵𐘑𐄇𐝫","𐝫| |she-goat|2| |ewe|1| |DU-RI|he-goat|1| |TU| |NE-*22M|1| |she-goat|5| |TE-RI|ram| |1| |""from"" RI-RU-MA|ram| |AU-SI-RE| |A-MI-DA-O|he-goat|1","𐝫| |*22F|2| |*21F|1| |DU-RI|*22M|1| |TU| |NE-*22M|1| |*22F|5| |TE-RI|*21M| |1| |RI-RU-MA-TI|*21M| |AU-SI-RE| |A-MI-DA-O|*22M|1","𐝫| |𐝫𐘓|𐄈| |𐘐|𐄇𐝫| |𐝫𐘬𐘭|𐘔|𐄇| |𐘹𐝫| |𐝫𐘗𐘔|𐄇| |𐘓|𐄋| |𐘃𐘭|𐘑𐝫| |𐝫𐄇| |𐘭𐘘𐙁𐘠|𐘑| |𐙄𐘤𐘙| |𐘇𐘻𐘀𐘵|𐘔|𐄇𐝫"
"PHWa32","Phaistos","Nodule","MMIII","","","𐘲𐘸𐘭𐘳","𐘲𐘸𐘭𐘳","Sybrita (or Sygrita, in the Amari valley, modern Thronos)","SU-KI-RI-TA","𐘲𐘸𐘭𐘳"
"PHWb33","Phaistos","Sealing","MMII","","","𐝫","𐝫","𐝫","𐝫","𐝫"
"PHWb34","Phaistos","Sealing","MMII","","","𐝫","","𐝫","𐝫","𐝫"
"PHWb35","Phaistos","Sealing","MMII","","","𐝫","","𐝫","𐝫","𐝫"
"PHWb36","Phaistos","Sealing","MMII","","","𐘃","𐘃","TE","TE","𐘃"
"PHWb55","Phaistos","Sealing","MMII","","","𐝫","𐝫","𐝫","𐝫","𐝫"
"PHWc37","Phaistos","Roundel","MMII","","","𐘾𐙦𐘤𐙬","𐘾𐙦𐘤𐙬","KA-*314-SI|*320","KA-*314-SI|*320","𐘾𐙦𐘤|𐙬"
"PHWc38","Phaistos","Roundel","MMII","","","𐙦𐘳𐙁","𐙦𐘳𐙁","*314-TA-MA","*314-TA-MA","𐙦𐘳𐙁"
"PHWc39","Phaistos","Roundel","MMII","","","𐘱𐘆𐘁","𐘱𐘆𐘁","JA-DI|RO","JA-DI|RO","𐘱𐘆|𐘁"
"PHWc40","Phaistos","Roundel","MMII","","","𐘠𐘠𐙁𐘅","𐘠𐘠𐙁𐘅","TI-TI-MA|NA","TI-TI-MA|NA","𐘠𐘠𐙁|𐘅"
"PHWc41","Phaistos","Roundel","MMII","","","𐙍𐄇𐝆","𐙍𐄇𐝆","wine|1|¹⁄₂","VIN|1|¹⁄₂","𐙍|𐄇|𐝆"
"PHWc43","Phaistos","Roundel","MMII","","","𐙍","𐙍","wine","VIN","𐙍"
"PHWc44","Phaistos","Roundel","MMII","","","𐘏","𐘏","sheep","QI","𐘏"
"PHWc46","Phaistos","Roundel","MMII","","","𐙴𐘡 ≈ 𐘠","𐙴𐘡 ≈ 𐘠","*328-E|≈|TI","*328-E|≈|TI","𐙴𐘡|≈|𐘠"
"PHWg45","Phaistos","Tablet","MMII","","","𐘡𐘷𐘿","𐘡𐘷𐘿","E-TA₂-QE","E-TA₂-QE","𐘡𐘷𐘿"
"PHWy42","Phaistos","Tablet","MMII","","","𐙍","𐙍","wine","VIN","𐙍"
"PHZb4","Phaistos","Clay vessel","","","","𐘤𐙁𐄁𐘚𐘱𐘃","𐘤𐙁𐄁𐘚𐘱𐘃","SI-MA|𐄁|I-JA-TE","SI-MA|𐄁|I-JA-TE","𐘤𐙁|𐄁|𐘚𐘱𐘃"
"PHZb5","Phaistos","Clay vessel","","","","𐘮𐘢𐘠𐘅𐘽","𐘮𐘣𐘠𐘅𐘽","WA-PI-TI-NA-RA₂","WA-PI-TI-NA-RA₂","𐘮𐘢𐘠𐘅𐘽"
"PHZb<47>","Phaistos","Clay vessel","MMIII","","","𐙴","𐙴","*328","*328","𐙴"
"PHZb48","Phaistos","Clay vessel","MMIII","","","𐘌𐙙𐝫𐄁𐝫","𐘌𐙙𐝫𐄁𐝫","QA-*305|𐄁","QA-*305|𐄁","𐘌𐙙𐝫|𐄁"
"PK1","Palaikastro","Tablet","LMI","","","𐘤𐝫𐄁𐝫𐘗𐘠𐄇 𐘾𐘌𐄈 — 𐘇𐘬𐘍𐄇 𐘷𐘳𐘙𐄇 — 𐘷𐘠𐘃𐄇 𐘵𐘾𐘻𐘍𐘤𐘚𐘅𐄇 — 𐘵𐘃𐘱𐄇 — 𐘴𐘅𐘹𐘲𐄇 𐘝𐘻𐄇 — 𐘹𐘲𐄇 𐙁𐘠𐘍𐘚𐘃𐄇 — 𐙁𐘃𐘠𐄇 𐙁𐘾𐘚𐘳𐄇","𐘤𐝫𐄁𐝫𐘗𐘠𐄇𐘾𐘌𐄈 — 𐘇𐘬𐘍𐄇𐘷𐘳𐘙𐄇 — 𐘷𐘠𐘃𐄇𐘵𐘾𐘻𐘍𐘤 — 𐘚𐘅𐄇 — 𐘵𐘃𐘱𐄇 — 𐘴𐘅𐘹𐘲𐄇𐘝𐘻𐄇𐘹 — 𐘲𐄇𐙁𐘠𐘍𐘚𐘃𐄇 — 𐙁𐘃𐘠𐄇𐙁𐘾𐘚𐘳𐄇","SI|𐄁|NE-TI|1| |KA-QA|2| |—| |A-DU-ZA|1| |TA₂-TA-RE|1| |—| |TA₂-TI-TE|1| |O-KA-MI-ZA-SI-I-NA|1| |—| |O-TE-JA|1| |—| |RA-NA-TU-SU|1| |NI-MI|1| |—| |TU-SU|1| |MA-TI-ZA-I-TE|1| |—| |MA-TE-TI|1| |MA-KA-I-TA|1","SI|𐄁|NE-TI|1| |KA-QA|2| |—| |A-DU-ZA|1| |TA₂-TA-RE|1| |—| |TA₂-TI-TE|1| |O-KA-MI-ZA-SI-I-NA|1| |—| |O-TE-JA|1| |—| |RA-NA-TU-SU|1| |NI-MI|1| |—| |TU-SU|1| |MA-TI-ZA-I-TE|1| |—| |MA-TE-TI|1| |MA-KA-I-TA|1","𐘤𐝫|𐄁|𐝫𐘗𐘠|𐄇| |𐘾𐘌|𐄈| |—| |𐘇𐘬𐘍|𐄇| |𐘷𐘳𐘙|𐄇| |—| |𐘷𐘠𐘃|𐄇| |𐘵𐘾𐘻𐘍𐘤𐘚𐘅|𐄇| |—| |𐘵𐘃𐘱|𐄇| |—| |𐘴𐘅𐘹𐘲|𐄇| |𐘝𐘻|𐄇| |—| |𐘹𐘲|𐄇| |𐙁𐘠𐘍𐘚𐘃|𐄇| |—| |𐙁𐘃𐘠|𐄇| |𐙁𐘾𐘚𐘳|𐄇"
"PK3","Palaikastro","4-sided bar","","","","𐝫𐘿𐄉 𐘱𐄑 𐝫𐄒𐄇 𐘀𐘙𐄖𐄈 𐝫𐘠𐄈 𐝫𐙂𐄉 𐝫𐄉","𐝫𐘿𐄉𐘱𐄑𐝫𐄒𐄇𐘀𐘙𐄖𐄈 𐝫𐘠𐄈𐝫𐙂𐄉𐝫𐄉","QE|3| |JA|20| |31| |DA-RE|72| |TI|2| |KU|3| |3","QE|3| |JA|20| |31| |DA-RE|72| |TI|2| |KU|3| |3","𐝫𐘿|𐄉| |𐘱|𐄑| |𐝫𐄒𐄇| |𐘀𐘙|𐄖𐄈| |𐝫𐘠|𐄈| |𐝫𐙂|𐄉| |𐄉"
"PKZa4","Palaikastro","Stone vessel","","","","𐘇𐘞𐘞𐘴𐝫","𐘇𐘞𐘞𐘴𐝫","A-SA-SA-RA","A-SA-SA-RA","𐘇𐘞𐘞𐘴𐝫"
"PKZa8","Palaikastro","Stone vessel","","","","𐝫𐘯𐄁𐘰𐘡𐄁𐘱𐘆𐘸𐘃𐘃𐙛𐘜𐘙𐄁𐘹𐘋𐘚 𐘱𐘞𐝫𐘉𐘅𐘾𐘅𐘤𐝫 𐘚𐘢𐝫","𐝫𐘯𐄁𐘰𐘡𐄁𐘱𐘆𐘸𐘃𐘃𐙛𐘜𐘙𐄁𐘹𐘋𐘚 𐘱𐘞𐝫𐘉𐘅𐘾𐘅𐘤𐝫 𐘚𐘢𐝫","NU|𐄁|PA₃-E|𐄁|JA-DI-KI-TE-TE-*307-PU₂-RE|𐄁|TU-ME-I| |JA-SA-U-NA-KA-NA-SI| |I-PI","NU|𐄁|PA₃-E|𐄁|JA-DI-KI-TE-TE-*307-PU₂-RE|𐄁|TU-ME-I| |JA-SA-U-NA-KA-NA-SI| |I-PI","𐝫𐘯|𐄁|𐘰𐘡|𐄁|𐘱𐘆𐘸𐘃𐘃𐙛𐘜𐘙|𐄁|𐘹𐘋𐘚| |𐘱𐘞𐝫𐘉𐘅𐘾𐘅𐘤𐝫| |𐘚𐘢𐝫"
"PKZa9","Palaikastro","Stone vessel","","","","𐝫 𐝫𐘱𐘉𐘂𐙁𐘚𐘀𐝫𐄁𐝫𐘆𐝫","𐝫 𐝫𐘱𐘉𐘂𐙁𐘚𐘀𐝫𐄁𐝫𐘆𐝫","𐝫| |JA-U-PA-MA-I-DA|𐄁|DI","𐝫| |JA-U-PA-MA-I-DA|𐄁|DI","𐝫| |𐝫𐘱𐘉𐘂𐙁𐘚𐘀𐝫|𐄁|𐝫𐘆𐝫"
"PKZa10","Palaikastro","Stone vessel","","","","𐝫𐘤𐄁𐘚𐘢𐘅𐘻𐘅𐄁𐘤𐝫","𐝫𐘤𐄁𐘚𐘢𐘅𐘻𐘅𐄁𐘤𐝫","SI|𐄁|I-PI-NA-MI-NA|𐄁|SI","SI|𐄁|I-PI-NA-MI-NA|𐄁|SI","𐝫𐘤|𐄁|𐘚𐘢𐘅𐘻𐘅|𐄁|𐘤𐝫"
"PKZa11","Palaikastro","Stone vessel","","","","𐘇𐘳𐘚𐙕𐘮𐘡𐄁𐘇𐘆𐘸𐘃𐘃𐝫𐄁 𐄁𐝫𐘙𐄁𐘢𐘃𐘭𐄁𐘇𐘺𐘇𐘗𐄁𐘇 𐘞𐘞𐘴𐘋𐄁𐘉𐘅𐘘𐘾𐘅𐘠𐄁 𐘚𐘢𐘅𐘻𐘅𐝫𐘤𐘘𐝫𐄁𐝫𐄁𐘚𐘅𐘱𐘂𐘌","𐘇𐘳𐘚𐙕𐘮𐘡𐄁𐘇𐘆𐘸𐘃𐘃𐝫𐄁 𐄁𐝫𐘙𐄁𐘢𐘃𐘭𐄁𐘇𐘺𐘇𐘗𐄁𐘇 𐘞𐘞𐘴𐘋𐄁𐘉𐘅𐘘𐘾𐘅𐘠𐄁 𐘚𐘢𐘅𐘻𐘅𐝫𐘤𐘘𐝫𐄁𐝫𐄁𐘚𐘅𐘱𐘂𐘌","gives|𐄁|from Dikte|𐄁| |𐄁|RE|𐄁|PI-TE-RI|𐄁|A-KO-A-NE|𐄁|A| |SA-SA-RA-ME|𐄁|U-NA-RU-KA-NA-TI|𐄁| |I-PI-NA-MI-NA|SI-RU|𐄁|𐝫|𐄁|I-NA-JA-PA-QA","A-TA-I-*301-WA-E|𐄁|A-DI-KI-TE-TE|𐄁| |𐄁|RE|𐄁|PI-TE-RI|𐄁|A-KO-A-NE|𐄁|A| |SA-SA-RA-ME|𐄁|U-NA-RU-KA-NA-TI|𐄁| |I-PI-NA-MI-NA|SI-RU|𐄁|𐝫|𐄁|I-NA-JA-PA-QA","𐘇𐘳𐘚𐙕𐘮𐘡|𐄁|𐘇𐘆𐘸𐘃𐘃𐝫|𐄁| |𐄁|𐝫𐘙|𐄁|𐘢𐘃𐘭|𐄁|𐘇𐘺𐘇𐘗|𐄁|𐘇| |𐘞𐘞𐘴𐘋|𐄁|𐘉𐘅𐘘𐘾𐘅𐘠|𐄁| |𐘚𐘢𐘅𐘻𐘅𐝫|𐘤𐘘𐝫|𐄁|𐝫|𐄁|𐘚𐘅𐘱𐘂𐘌"
"PKZa12","Palaikastro","Stone vessel","","","","𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘇𐘆𐘸𐘃𐝫 𐝫𐘤𐝫𐘴𐘋𐝫 𐝫𐘇𐝫𐘗𐄁𐘉𐘅𐘘𐘾𐝫𐄇𐝫𐘱𐘤𐄁 𐘇𐘂𐘬𐘂𐝫𐘱𐝫𐘱𐘂𐘌","𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘇𐘆𐘸𐘃𐝫 𐝫𐘘𐝫𐝫𐘴𐘋𐝫 𐝫𐘇𐝫𐝫𐘗𐄁𐘉𐘅𐘘𐘾𐝫𐝫𐘱𐘤 𐄁𐘇𐘂𐘬𐝫𐝫𐘱𐝫𐝫𐘱𐘂𐘌","gives|𐄁|Dikte| |SI| |𐄁|𐄁| |RA-ME|A-NE|U-NA-RU-KA-JA-SI|A-PA-DU-PA|JA|JA-PA-QA","A-TA-I-*301-WA-JA|𐄁|A-DI-KI-TE| |SI| |𐄁|𐄁| |RA-ME|A-NE|U-NA-RU-KA-JA-SI|A-PA-DU-PA|JA|JA-PA-QA","𐘇𐘳𐘚𐙕𐘮𐘱|𐄁|𐘇𐘆𐘸𐘃𐝫| |𐝫𐘤𐝫| |𐄁|𐄁| |𐝫𐘴𐘋𐝫|𐝫𐘇𐝫𐝫𐘗|𐘉𐘅𐘘𐘾𐝫𐝫𐘱𐘤|𐘇𐘂𐘬𐘂𐝫𐝫|𐘱𐝫|𐘱𐘂𐘌"
"PKZa14","Palaikastro","Stone vessel","","","","𐝫𐘹𐘋 𐘚𐄁𐘱𐘞𐘞𐝫","𐝫𐘹𐘋 𐘚𐄁𐘱𐘞𐘞𐝫","TU-ME| |I|𐄁|this dedication","TU-ME| |I|𐄁|JA-SA-SA","𐝫𐘹𐘋| |𐘚|𐄁|𐘱𐘞𐘞𐝫"
