0,GORILA Code,Site,Item Type,English Transcription,NEW FORMAT,Without Gaps,Without Vowels,Linear A Font,UNICODE Symbols,Notes,LOWER
,IO ZA 2,,,JA-SA-SA-RA-[x x x ]-SI ,JA-SA-SA-RA-[]-SI ,JASASARA999999999SI,JSSR999999999S,,,,jssr999999999s
,IO ZA 2,,,YA-SA-SA-RA-[x x x ]-SI ,YA-SA-SA-RA-[]-SI ,YASASARA999999999SI,YSSR999999999S,,,,yssr999999999s
,IO ZA 2,,,I-PI-NA-MA,I-PI-NA-MA,IPINAMA,IPNM,,,,ipnm
,IO ZA 2,,,I-PI-NA-MA,I-PI-NA-MA,SIRUTE,SRT,,,,srt
,IO ZA 2,,,TA-NA-RA-TE-U-TI-NU ,TA-NA-RA-TE-U-TI-NU ,TANARATEUTININU,TNRTUTN,,,,tnrtutn
,IO ZA 2,,,I-DA-[,I-DA,IDA,ID,,,,id
,IO ZA 3,Iouktas,Libation Table (Circular),A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,ATAI301WAJA,ATI301WJ,,,,ati301wj
,IO ZA 3,,,A-TA-I-A301-WA-YA ,A-TA-I-[A301]-WA-YA ,ATAI301WAYA,ATI301WY,,,,ati301wy
,IO ZA 3,,,AU,AU,AU,AU,,,,au
,IO ZA 4,Iouktas,Libation Table (Unknown),A301-WA,[A301]-WA,301WA,301W,,,,301w
,IO ZA 5,Iouktas,Votive Ladle or Lamp,]-I-JA-RE-DI-JA ,I-JA-RE-DI-JA ,IJAREDIJA,IJRDJ,,,,ijrdj
,IO ZA 5,,,]-I-YA-RE-DI-YA ,I-YA-RE-DI-YA ,IYAREDIYA,IYRDY,,,,iyrdy
,IO ZA 5,,,I-JA-PA-[,I-JA-PA,IJAPA,IJP,,,,ijp
,IO ZA 5,,,I-YA-PA-[,I-YA-PA,IYAPA[,IYP,,,,iyp
,IO ZA 6,Iouktas,Bowl or Cup (Mini),TA-NA-I-A301-U-TI-NU ,TA-NA-I-[A301]-U-TI-NU ,TANAI301UTINU,TNI301UTN,,,,tni301utn
,IO ZA 6,,,TA-NA-I-A301-U-TI-NU ,TA-NA-I-[A301]-U-TI-NU ,TANAI301UTINU,TNI301UTN,,,,tni301utn
,IO ZA 6,,,I-NA-TA-I-ZU-DI-SI-KA ,I-NA-TA-I-ZU-DI-SI-KA ,INATAIZUDISIKA,INTIZDSK,,,,intizdsk
,IO ZA 6,,,JA-SA-SA-RA-ME,JA-SA-SA-RA-ME,JASASARAME,JSSRM ,,,,jssrm 
,IO ZA 6,,,YA-SA-SA-RA-ME,YA-SA-SA-RA-ME,YASASARAME ,YSSRM ,,,,yssrm 
,IO ZA 7,Iouktas,Libation Bowl (Square),A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,ATAI301WAJA,ATI301WJ,,,,ati301wj
,IO ZA 7,,,A-TA-I-A301-WA-YA ,A-TA-I-[A301]-WA-YA ,ATAI301WAYA,ATI301WY,,,,ati301wy
,IO ZA 7,,,JA-TI-A321[,JA-TI-[A321],JATI321[,JT321,,,,jt321
,IO ZA 7,,,YA-TI-A321[,YA-TI-[A321],YATI321[,YT321,,,,yt321
,IO ZA 8,Iouktas,Libation Table (Circular),] A-NA-TI-A301-WA-JA [,] A-NA-TI-[A301]-WA-JA,]ANATI301WAJA[,ANT301WJ,,,,ant301wj
,IO ZA 8,,,] A-NA-TI-A301-WA-YA [,] A-NA-TI-[A301]-WA-YA,]ANATI301WAYA[,ANT301WY,,,,ant301wy
,IO ZA 9,Iouktas,Libation Bowl (Square),JA-SA-SA-[ ,JA-SA-SA-[ ,JASASA[,JSS,,,,jss
,IO ZA 9,,,YA-SA-SA-[,YA-SA-SA,YASASA[,YSS,,,,yss
,IO ZA 9,,,U-NA-KA[,U-NA-KA,UNAKA[,UNK,,,,unk
,IO ZA 11,Iouktas,Libation Table (Square),]-NA-[ x ]-DA-DA-[ x x x ][,NA-[]-DA-DA-[],]NAXDADAXXX[,N999DD999999999,,,,n999dd999999999
,IO ZA 11,,,]-U-TI-NU,U-TI-NU,]UTINU,UTN,,,,utn
,IO ZA 11,,,I-NA-I-DA-[,I-NA-I-DA,INAIDA[,INID,,,,inid
,IO ZA 11,,,][ x x ],[],,,,,,
,IO ZA 12,Iouktas,Libation Table (Square) (Small),JA-SA-SA-RA-ME ,JA-SA-SA-RA-ME ,JASASARAME,JSSRM,,,,jssrm
,IO ZA 12,,,YA-SA-SA-RA-ME,YA-SA-SA-RA-ME,YASASARAME,YSSRM,,,,yssrm
,IO ZA 12,,,I-TI-[,I-TI,ITI[,IT,,,,it
,IO ZA 13,Iouktas,Libation Table (Square),][ x ]-MA-I-[,[]-MA-I,]XMAI[,999MI,,,,999mi
,IO ZA 14,Iouktas,Libation Table (Square),]-RU-TE ,RU-TE ,]RUTE,RT,,,,rt
,IO ZA 14,,,I-DI-[,I-DI,IDI[,ID,,,,id
,IO ZA 15,Iouktas,Libation Table (Square),] I-PI-NA-MA ,I-PI-NA-MA ,]IPINAMA,IPNM,,,,ipnm
,IO ZA 15,,,SI-RU-[,SI-RU,SIRU[,SR,,,,sr
,IO ZA 16,Iouktas,Libation Table (Square),]- A123 ,[A123],]123,123,,,,123
,IO ZA 16,,,]- A123  ,[A123]  ,]123,123,,,,123
,IO ZA 16,,,JA-SA-SA-RA-ME ,JA-SA-SA-RA-ME ,JASASARAME,JSSRM,,,,jssrm
,IO ZA 16,,,YA-SA-SA-RA-ME,YA-SA-SA-RA-ME,YASASARAME,YSSRM,,,,yssrm
,IO ZA 16,,,U-NA-RU-KA-[,U-NA-RU-KA,UNARUKA[,UNRK,,,,unrk
,KN ZA 10,Knossos,Libation Table (Square),]-TA-NU-MU-TI ,TA-NU-MU-TI ,]TANUMUTI,TNMT,,,,tnmt
,KN ZA 10,,,]-TA-NU-MU-TI ,TA-NU-MU-TI ,]TANUMUTI,TNMT,,,,tnmt
,KN ZA 10,,,JA-SA-SA-RA-MA,JA-SA-SA-RA-MA,JASASARAME,JSSRM,,,,jssrm
,KN ZA 10,,,YA-SA-SA-RA-MA,YA-SA-SA-RA-MA,YASASARAME,YSSRM,,,,yssrm
,KN ZA 10,,,NA ,NA ,NA,N,,,,n
,KN ZA 10,,,DA-WA- [ x ] DU-WA-TO,DA-WA-[]-DU-WA-TO,DAWAXDUWATO,DW999DWT,,,,dw999dwt
,KN ZA 10,,,I-JA[,I-JA,IJA[,IJ,,,,ij
,KN ZA 10,,,I-YA[,I-YA,IYA[,IY,,,,iy
,KN ZA 17,Knossos,Libation Table (Unknown),]-JA-QE ,JA-QE ,]JAQE,JQ,,,,jq
,KN ZA 17,,,]-YA-QE ,YA-QE ,]YAQE,YQ,,,,yq
,KN ZA 18,Knossos,Libation Table (Square),]-JA ,JA ,]JA,J,,,,j
,KN ZA 18,,,]-YA ,YA ,]YA,Y,,,,y
,KN ZA 18,,,[ x x x ]-JA ,JA ,XXXJA,999999999J,,,,999999999j
,KN ZA 18,,,[ x x x ]-YA ,YA ,XXXYA,999999999Y,,,,999999999y
,KN ZA 18,,,JA-WA[,JA-WA,JAWA[,JW,,,,jw
,KN ZA 18,,,YA-WA[,YA-WA,YAWA[,YW,,,,yw
,KN ZA 19,Knossos,Bowl or Cup (Mini),]-KE-JU-MI-[,KE-JU-MI,]KEJUMI[,KJM,,,,kjm
,KN ZA 19,,,]-KE-YU-MI-[,KE-YU-MI,]KEYUMI[,KYM,,,,kym
,KN ZA 19,,,]-AB118-MI-NA,[AB118]-MI-NA,]118MINA,188MN,,,,188mn
,KY ZA 2,Kythera,Ladle,DA-MA-TE,DA-MA-TE,DAMATE,DMT,,,,dmt
,PK ZA 4,Palaikastro,Cup (Conical),A-SA-SA-RA-[,A-SA-SA-RA,ASASARA[,ASSRM,,,[ migth be ME (recurring string JASASARAME),assrm
,PK ZA 4,,,]-NU ,NU ,]NU,N,,,,n
,PK ZA 4,,,PA3-E,[PA3]-E,PAE,PE,,,,pe
,PK ZA 8,Petsofas,Libation Table (Square)*,JA-DI-KI-TE-TE-A307-PU2-RE ,JA-DI-KI-TE-TE-[A307]-PU2-RE ,JADIKITETE307PURE,JDKTT307PUR,,,,jdktt307pur
,PK ZA 8,,,YA-DI-KI-TE-TE-A307-PU2-RE ,YA-DI-KI-TE-TE-[A307]-PU2-RE ,YADIKITETE307PURE,YDKTT307PUR,,,,ydktt307pur
,PK ZA 8,,,TU-ME-I,TU-ME-I,TUMEI,TMI,,,,tmi
,PK ZA 8,,,JA-SA-[ x x x ]U-NA-KA-NA-SI[,JA-SA-[]U-NA-KA-NA-SI,JASAXXXUNAKANASI[,JS999999999UNKNS,,,,js999999999unkns
,PK ZA 8,,,YA-SA-[ x x x ]U-NA-KA-NA-SI[,YA-SA-[]U-NA-KA-NA-SI,YASAXXXUNAKANASI[,YS999999999UNKNS,,,,ys999999999unkns
,PK ZA 8,,,I-PI-[,I-PI,IPI[,IP,,,,ip
,PK ZA 9,Petsofas,Libation Table (Unknown),] JA-U-PA-MA-I-DA-A301-DI-[,JA-U-PA-MA-I-DA-[A301]-DI,]JAUPAMAIDA301DI[,JUPMID301D,,,,jupmid301d
,PK ZA 9,,,] YA-U-PA-MA-I-DA-A301-DI-[,YA-U-PA-MA-I-DA-[A301]-DI,]YAUPAMAIDA301DI[,YUPMID301D,,,,yupmid301d
,PK ZA 10,Petsofas,Libation Table (Circular),]-SI ,SI ,]SI,S,,,,s
,PK ZA 10,,,I-PI-NA-MI-NA ,I-PI-NA-MI-NA ,IPINAMINA,IPNMN,,,,ipnmn
,PK ZA 10,,,SI-RU-[,SI-RU,SIRU[,SR,,,,sr
,PK ZA 11,Petsofas,Libation Table (Circular),A-TA-I-A301-WA-E ,A-TA-I-[A301]-WA-E ,ATAI301WAE,ATI301WE,,,,ati301we
,PK ZA 11,,,A-DI-KI-TE-TE-DU,A-DI-KI-TE-TE-DU,ADIKITETEDU,ADKTTD,,,,adkttd
,PK ZA 11,,,PU-RE ,PU-RE ,PURE,PR,,,,pr
,PK ZA 11,,,PI-TE-RI ,PI-TE-RI ,PITERI,PTR,,,,ptr
,PK ZA 11,,,A-KO-A-NE ,A-KO-A-NE ,AKOANE,AKAN,,,,akan
,PK ZA 11,,,A-SA-SA-RA-ME ,A-SA-SA-RA-ME ,ASASARAME,ASSRM,,,,assrm
,PK ZA 11,,,U-NA-RU-KA-NA-TI ,U-NA-RU-KA-NA-TI ,UNARUKANATI,UNRKNT,,,,unrknt
,PK ZA 11,,,I-PI-NA-MI-NA ,I-PI-NA-MI-NA ,IPINAMINA,IPNMN,,,,ipnmn
,PK ZA 11,,,SI-RU-DU ,SI-RU-DU ,SIRUDU,SRD,,,,srd
,PK ZA 11,,,I-NA-JA-PA-QA,I-NA-JA-PA-QA,INAJAPAQA,INJPQ,,,,injpq
,PK ZA 11,,,I-NA-YA-PA-QA,I-NA-YA-PA-QA,INAYAPAQA,INYPQ,,,,inypq
,PK ZA 12,Petsofas,Libation Table (Circular),A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,ATAI301WAJA,ATI301WJ,,,,ati301wj
,PK ZA 12,,,A-TA-I-A301-WA-YA ,A-TA-I-[A301]-WA-YA ,ATAI301WAYA,ATI301WY,,,,ati301wy
,PK ZA 12,,,A-DI-KI-TE[ x x ,A-DI-KI-TE,ADIKITEXX,ADKT999999,,,,adkt999999
,PK ZA 12,,,x x ] SI-RU [ x x x x ]- RA-ME[,SI-RU-[]-RA-ME,XXSIRUXXXXRAME,999999SR999999999999RM,,,,999999sr999999999999rm
,PK ZA 12,,,A-[ x ]-A-NE ,A-[]-A-NE ,AXANE,A999AN,,,,a999an
,PK ZA 12,,,U-NA-RU-KA-NA-JA-SI ,U-NA-RU-KA-NA-JA-SI ,UNARUKANAJASI,UNRKNJS,,,,unrknjs
,PK ZA 12,,,A-PA-DU-PA-[ x x x x x ]-JA-[ x x ]-JA-PA-QA,A-PA-DU-PA-[]-JA-[]-JA-PA-QA,APADUPAXXXXXJAXXJAPAQA,APDP999999999999999J999999JPQ,,,,apdp999999999999999j999999jpq
,PK ZA 12,,,A-PA-DU-PA-[ x x x x x ]-YA-[ x x ]-YA-PA-QA,A-PA-DU-PA-[]-YA-[]-YA-PA-QA,APADUPAXXXXXYAXXYAPAQA,APDP999999999999999Y999999YPQ,,,,apdp999999999999999y999999ypq
,PK ZA 14,Petsofas,Libation Table (Square),]- TU-ME-I,TU-ME-I,]TUMEI,TMI,,,,tmi
,PK ZA 14,,,JA-SA-SA-[,JA-SA-SA,JASASA[,JSS,,,,jss
,PK ZA 14,,,YA-SA-SA-[,YA-SA-SA,YA-SA-SA-[,YSS,,,,yss
,PK ZA 15,Petsofas,Libation Table (Circular),]-JA ,JA ,]JA,J,,,,j
,PK ZA 15,,,]-YA ,YA ,]YA,Y999YDKTTDPR,,,,y999ydkttdpr
,PK ZA 15,,repeated PU2-RE,JA-DI-KI-TE-TE-DU-PU2-RE-[,JA-DI-KI-TE-TE-DU-[PU2]-RE,JADIKITETEDUPURE[,JDKTTDPR,,,,jdkttdpr
,PK ZA 15,,,YA-DI-KI-TE-TE-DU-PU2-RE-[,YA-DI-KI-TE-TE-DU-[PU2]-RE,YADIKITETEDUPURE[,YDKTTDPR,,,,ydkttdpr
,PK ZA 16,Petsofas,Libation Table (Square),]-TO-SA,TO-SA,]TOSA,TS,,,,ts
,PK ZA 16,,,PU2-RE-JA-[ x x ] ,PU2-RE-JA-[] ,PUREJAXX,PRJ999999,,,,prj999999
,PK ZA 16,,,PU2-RE-YA-[ x x ] ,PU2-RE-YA-[] ,PUREYAXX,PRY999999,,,,pry999999
,PK ZA 17,Pestofas,Libation Table (Square),] I-DA ,I-DA ,]IDA,ID,,,,id
,PK ZA 17,,,[ x ][,[],X[,999,,,,999
,PK ZA 18,Pestofas,Libation Table (Unknown),]-TE ,TE ,]TE,T,,,,t
,PK ZA 18,,,I-DA,I-DA,IDA ,ID ,,,,id 
,PK ZA 18,,,JA-JA-[,JA-JA,JAJA[,JJ,,,,jj
,PK ZA 18,,,YA-YA-[,YA-YA,YAYA[,YY,,,,yy
,PK ZA 20,Petsofas,Libation Table (Circular),]U-NA-KA-[,U-NA-KA,]UNAKA[,UNK,,,,unk
,PR ZA 1,Prasa,Stone Box,TA-NA-SU-TE-[ x ]-KE,TA-NA-SU-TE-[]-KE,TANASUTEXKE,TNST999K,,,,tnst999k
,PR ZA 1,,,SE-TO-I-JA,SE-TO-I-JA,SETOIJA,STIJ,,,,stij
,PR ZA 1,,,SE-TO-I-YA,SE-TO-I-YA,SETOIYA,STIY,,,,stiy
,PR ZA 1,,,A-SA-SA-RA-ME,A-SA-SA-RA-ME,ASASARAME,ASSRM,,,,assrm
,PS ZA 2,Psychro,Rectangular Libation Table,]- RE-I-KE,RE-I-KE,]REIKE,RIK,,,,rik
,PS ZA 2,,,TA-NA-I-A301-TI ,TA-NA-I-]A301]-TI,TANAI301TI,TNI301T,,,,tni301t
,PS ZA 2,,,[ x x x x x x ]-JA-T ,JA-T ,XXXXXXJA,,,,,
,PS ZA 2,,,[ x x x x x x ]-YA-T ,YA-T ,,,,,,
,PS ZA 2,,,JA-SA-SA-RA-ME,JA-SA-SA-RA-ME,JASASARAME,JSSRM,,,,jssrm
,PS ZA 2,,,YA-SA-SA-RA-ME,YA-SA-SA-RA-ME,YASASARAME,YSSRM,,,,yssrm
,SY ZA 1,Kato Syme,Libation Table (Circular),] A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,]ATAI301WAJA,ATI301WJ,,,,ati301wj
,SY ZA 1,,,] A-TA-I-A301-WA-YA ,A-TA-I-A301-WA-YA ,]ATAI301WAYA,ATI301WY,,,,ati301wy
,SY ZA 1,,,I-DA-MI,I-DA-MI,IDAMI,IDM,,,,idm
,SY ZA 1,,,JA-[,JA,JA[,J,,,,j
,SY ZA 1,,,YA-[,YA,YA[,Y,,,,y
,SY ZA 2,Kato Syme,Libation Table (Square) side a,A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,ATAI301WAJA,ATI301WJ,,,,ati301wj
,SY ZA 2,,,A-TA-I-A301-WA-YA,A-TA-I-[A301]-WA-YA,ATAI301WAYA,ATI301WY,,,,ati301wy
,SY ZA 2,,side a,JA-SU-MA-TU-AB122 ,JA-SU-MA-TU-[AB122] ,JASUMATU301,JSMT301,,,AB122 = olive,jsmt301
,SY ZA 2,,,YA-SU-MA-TU-AB122,YA-SU-MA-TU-[AB122],YASUMATU301,YSMT301,,,,ysmt301
,SY ZA 2,,side b,U-NA-KA-NA-SI-A302,U-NA-KA-NA-SI-[A302],UNAKANASI302,UNKNS302,,,AB302 = oil,unkns302
,SY ZA 2,,side d,A-JA,A-JA,AJA,AJ ,,,,aj 
,SY ZA 2,,,A-YA,A-YA,AYA,AY ,,,,ay 
,SY ZA 2,Kato Syme,Libation Table (Circular),A-TA-I-A301-WA-[8 signs] [ x x x ]-SE-KA-NA-SI-[ x ]-TE-[10 signs]SI-RU-TE,A-TA-I-[A301]-WA-[] []-SE-KA-NA-SI-[]-TE-[]SI-RU-TE,ATAI301WA[8 signs][xxx]SEKANASI[x]TE[10 signs]SIRUTE,ATI301W[8 signs][999999999]SKNS[999]T[10 signs]SRT,,,,ati301w[8 signs][999999999]skns[999]t[10 signs]srt
,SY ZA 4,Kato Syme,Libation Table (Circular),A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,ATAI301WAJA,ATI301WJ,,,,ati301wj
,SY ZA 4,,,A-TA-I-A301-WA-YA,A-TA-I-[A301]-WA-YA,ATAI301WAYA,ATI301WY,,,,ati301wy
,SY ZA 4,,,JA-I-AB048-ZA,JA-I-[AB048]-ZA,JAI048ZA,JI048Z,,,,ji048z
,SY ZA 4,,,YA-I-AB048-ZA,YA-I-[AB048]-ZA,YAI048ZA,YI048Z,,,,yi048z
,SY ZA 4,,,PA3-NI-WI,[PA3]-NI-WI,PANIWI,PNW,,,,pnw
,SY ZA 5,Kato Syme,Libation Table (Circular),]-MI-JA ,MI-JA ,]MIJA,MJ,,,,mj
,SY ZA 5,,,]-MI-YA ,MI-YA ,]MIYA,MY,,,,my
,SY ZA 5,,,JA-WA-PA3-[,JA-WA-[PA3],JAWAPA[,JWP,,,,jwp
,SY ZA 5,,,YA-WA-PA3-[,YA-WA-[PA3],YAWAPA[,YWP,,,,ywp
,SY ZA 6,Kato Syme,Libation Table (Circular),DA-SE-RA-TE,DA-SE-RA-TE,DASERATE,DSRT,,,,dsrt
,SY ZA 8,Kato Syme,Libation Table (Circular),]- I-A301-WA-JA ,I-[A301]-WA-JA ,]I301WAJA,I301WJ,,,] might be A-TA as it is a recurring string,i301wj
,SY ZA 8,,,]- I-A301-WA-YA ,I-A301-WA-YA ,]I301WAYA,I301WY,,,,i301wy
,SY ZA 8,,,JA-JA-[,JA-JA,JAJA[,JJ,,,,jj
,SY ZA 8,,,YA-YA-[,YA-YA,YAYA[,YY,,,,yy
,SY ZA 9,Kato Syme,Libation Table (Circular),JA-PA-RA-JA-SE,JA-PA-RA-JA-SE,JAPARAJASE,JPRJS,,,,jprjs
,SY ZA 9,,,YA-PA-RA-YA-SE,YA-PA-RA-YA-SE,YAPARAYASE,YPRYS,,,,yprys
,SY ZA 10,Kato Syme,Libation Table (Circular),QA-SA-RA-KU,QA-SA-RA-KU,QASARAKU,QSRK,,,,qsrk
,SY ZA 11,Kato Syme,Libation Table (Circular),]-QA-RO ,QA-RO ,]QARO,QR,,,,qr
,SY ZA 12,Kato Syme,Libation Table (Circular),A-[,A,A[,A,,,,a
,TR ZA 1,Troullos,Ladle,A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,ATAI301WAJA,ATI301WJ,,,,ati301wj
,TR ZA 1,,,A-TA-I-A301-WA-YA ,A-TA-I-[A301]-WA-YA ,ATAI301WAYA,ATI301WY,,,,ati301wy
,TR ZA 1,,,O-SU-QA-RE ,O-SU-QA-RE ,OSUQARE,OSQR,,,,osqr
,TR ZA 1,,,JA-SA-SA-RA-ME ,JA-SA-SA-RA-ME ,JASASARAME,JSSRM,,,,jssrm
,TR ZA 1,,,YA-SA-SA-RA-ME ,YA-SA-SA-RA-ME ,YASASARAME,YSSRM,,,,yssrm
,TR ZA 1,,,U-NA-KA-NA-SI[,U-NA-KA-NA-SI,UNAKANASI[,UNKNS,,,,unkns
,TR ZA 1,,,]-NA-MA  ,NA-MA  ,]NAMA,NM,,,,nm
,TR ZA 1,,,SI-RU ,SI-RU ,SIRU,SR,,,,sr
Gorila 5,HT Wa 1733 + 1845,Hagia Triada,Nodule,A301,[A301],[A301],[A301],,,,a301
,HT Wc 3022,Hagia Triada,Nodule,A100,,,,,,,
,HS Zg 1,Haghios Stephanos,Plaque,A-MA,A-MA,AMA,AM,,,,am
,IO Za 2,Iouktas,Libation Table,A-TA-I-A301-WA-JA,A-TA-I-[A301]-WA-JA,ATAI[A301]WAJA,ATI[A301]WJ,,,,atia301wj
,IO Za 2,,,JA-DI-KI-TU,JA-DI-KI-TU,JADIKITU,JDKT,,,,jdkt
,IO Za 2,,,JA-SA-SA-RA-ME,JA-SA-SA-RA-ME,JASASARAME,JSSRM,,,,jssrm
,IO Za 2,,,U-NA-KA-NA-SI,U-NA-KA-NA-SI,UNAKANASI,UNKNS,,,,unkns
,IO Za 2,,,I-PI-NA-MA,I-PI-NA-MA,IPINAMA,IPNM,,,,ipnm
,IO Za 2,,,SI-RU-TE,SI-RU-TE,SIRUTE,SRT,,,,srt
,IO Za 2,,,TA-NA-RA-TE-U-TI-NU,TA-NA-RA-TE-U-TI-NU,TANARATEUTINU,TNRTUTN,,,,tnrtutn
,IO Za 2,,,I-DA,I-DA,IDA,ID,,,,id
,IO Za 3,Iouktas,Libation Table,A-TA-I-A301-WA-JA,,,,,,,
,IO Za 3,,,AB085-[,[AB085]-[,[AB085][,[AB085][,,,AB085 is Linear B for 'AU',ab085
,IO ZA 4,Iouktas,Libation Table,]-A301-WA-[,]-[A301]-WA-[,][A301]WA[,][A301]W[,,,,a301w
,IO ZA 5,Iouktas,,]-I-JA-RE-DI-JA,]-I-JA-RE-DI-JA,]IJAREDIJA,]IJRDJ,,,,ijrdj
,IO ZA 5,,,]-I-YA-RE-DI-JA,]-I-YA-RE-DI-JA,]IYAREDIJA,]IYRDJ,,,,iyrdj
,IO ZA 5,,,I-JA-PA-[,I-JA-PA-[,IJAPA[,IJP[,,,,ijp
,IO ZA 5,,,I-YA-PA-[,I-YA-PA-[,IYAPA[,IYP[,,,,iyp
,IO Za 6,Iouktas,Cup,TA-NA-I-A301-U-TI-NU,TA-NA-I-[A301]-U-TI-NU,TANAI[A301]UTINU,TNI[A301]UTN,,,,tnia301utn
,IO Za 6,,,I-NA-TA-I-ZO-DI-SI-KA,I-NA-TA-I-ZO-DI-SI-KA,INATAIZODISIKA,INTIZDSK,,,,intizdsk
,IO Za 6,,,JA-SA-SA-RA-ME,JA-SA-SA-RA-ME,JASASARAME,JSSRM,,,,jssrm
,IO Za 7,Iouktas,Libation Table,A-TA-I-A301-WA-JA,A-TA-I-[A301]-WA-JA,ATAI[A301]WAJA,ATI[A301]WJ,,,,atia301wj
,IO Za 7,,,A-TA-I-A301-WA-YA,A-TA-I-[A301]-WA-YA,ATAI[A301]WAYA,ATI[A301]WY,,,,atia301wy
,IO Za 7,,,JA-TI-A321-[,JA-TI-[A321]-[,JATI[A321][,JT[A321][,,,,jta321
,IO Za 7,,,YA-TI-A321-[,YA-TI-[A321]-[,YATI[A321][,YT[A321][,,,,yta321
,IO Za 8,Iouktas,Libation Table,]-A-NA-TI-A301-WA-JA-[,]-A-NA-TI-[A301]-WA-JA-[,]ANATI[A301]WAJA[,]ANT[A301]WJ[,,,,anta301wj
,IO Za 8,,,]-A-NA-TI-A301-WA-YA-[,]-A-NA-TI-[A301]-WA-YA-[,]ANATI[A301]WAYA[,]ANT[A301]WY[,,,,anta301wy
,IO Za 9,Iouktas,Libation Table,U-NA-KA-NA-SI,U-NA-KA-NA-SI,UNAKANASI,UNKNS,,,,unkns
,IO Za 9,,,JA-SA-SA-RA-ME,JA-SA-SA-RA-ME,JASASARAME,JSSRM,,,,jssrm
,IO Zb 10,Iouktas,Altar Temple,]-A-SA-SA-RA-ME,]-A-SA-SA-RA-ME,]ASASARAME,]ASSRM,,,,assrm
,KH 79 + 89,Khania,Tablet,]-MI-NA-[,]-MI-NA-[,]MINA[,]MN[,,,,mn
,KH 79 + 89,,,]-PA-TA,]-PA-TA,]PATA,]PT,,,,pt
,KH 79 + 89,,,A-RA-[,A-RA-[,ARA[,AR[,,,,ar
,KH 79 + 89,,,]-PA-DA-NI,]-PA-DA-NI,]PADANI,]PDN,,,,pdn
,KH 88,Khania,Tablet,QA-NU-MA,QA-NU-MA,QANUMA,QNM,,,,qnm
,KH 88,,,AB021F-AB118,[AB021F]-[AB118],[AB021F][AB118],[AB021F][AB118],,,,ab021fab118
,KH 88,,,NI-10,NI,NI,N,,,Also Figs,n
,KH 88,,,PU-DE-8,PU-DE,PUDE,PD,,,,pd
,KH 90,Khania,Tablet,[]-JA-[,[]-JA-[,[]JA[,[]J[,,,,j
,KH 90,,,[]-YA-[,[]-YA-[,[]YA[,[]Y[,,,,y
,KH 90,,,MA-TA-RI-TA-[,MA-TA-RI-TA-[,MATARITA[,MTRT[,,,,mtrt
,KH 91,Khania,Tablet,AB120-1,[AB120],[AB120],[AB120],,,Also Wheat,ab120
,KH 91,,,ZO-[,ZO-[,ZO[,Z[,,,,z
,KH 91,,,]-PA,]-PA,]PA,]P,,,,p
,KH 91,,,TU,TU,TU,T,,,,t
,KH 91,,,NI-[,NI,NI,N,,,Also Figs,n
,KH 91,,,]-A651,]-[A651],][A651],][A651],,,,a651
,KH 91,,,A652-[,[A652]-[,[A652][,[A652][,,,,a652
,KH Wc 2044 + fr,,,AB164,[AB164],[AB164],[AB164],,,,ab164
,KH Wc 2115,Khania,,O ,O ,O,O,,,,o
,KH Wc 2118,Khania,,O ,O ,O,O,,,,o
,MA 10,Mallia,,]-RU,]-RU,]RU,]R,,,,r
,MA 10,,,A660-2,[A660],[A660],[A660],,,,a660
,MA 10,,,A658-4,[A658],[A658],[A658],,,,a658
,MA 10,,,A659-4,[A659],[A659],[A659],,,,a659
,MA 10,,,]-DU-PI-TE-WA,]DU-PI-TE-WA,]DUPITEWA,]DPTW,,,,dptw
,MA 10,,,A655-1,[A655],[A655],[A655],,,,a655
,MA 10,,,A658-3,[A658],[A658],[A658],,,,a658
,MA 10,,,A654-2,[A654],[A654],[A654],,,,a654
,MA 10,,,A412-VAS-2,[A412-VAS],[A412-VAS],[A412-VAS],,,,a412vas
,MA 10,,,A658-2,[A658],[A658],[A658],,,,a658
,MA 10,,,A655-3,[A655],[A655],[A655],,,,a655
,MA 10,,,A662,[A662],[A662],[A662],,,,a662
,MI 2,Milos,,PU-[,PU-[,PU[,P[,,,,p
,MI 2,,,]-DU-KA-[,]-DU-KA-[,]DUKA[,]DK[,,,,dk
,MI 2,,,A652-[,[A652]-[,[A652][,[A652][,,,,a652
,MI 2,,,]-KA-[,]-KA-[,]KA[,]K[,,,,k
,PYR 2,Pyrgos,Tablet,]-TI-[,]-TI-[,]TI[,]T[,,,,t
,SY Za 1,Symi,Libation Table,]-A-TA-I-A301-WA-JA,A-TA-I-[A301]-WA-JA,ATAI[A301]WAJA,ATI[A301]WJ,,,,atia301wj
,SY Za 1,,,I-DA-MI,I-DA-MI,IDAMI,IDM,,,,idm
,SY Za 1,,,JA-[,JA-[,JA[,J[,,,,j
,SY Za 2,Symi,Libation Table,A-TA-I-A301-WA-JA,A-TA-I-[A301]-WA-JA,ATAI[A301]WAJA,ATI[A301]WJ,,,,atia301wj
